op_id,op_type,peak_compute_ops_per_cycle,peak_memory_bandwidth_bytes_per_cycle,work_ops,bytes_read,bytes_written,total_bytes,arithmetic_intensity_ops_per_byte,roofline_bound,roofline_compute_bound_cycles,roofline_bandwidth_bound_cycles,roofline_cycles,roofline_ops_per_cycle,roofline_compute_utilization,roofline_compute_utilization_percent,roofline_bandwidth_bytes_per_cycle,roofline_bandwidth_utilization,measured_cycles,measured_ops_per_cycle,measured_compute_utilization,measured_compute_utilization_percent,measured_bandwidth_bytes_per_cycle,measured_bandwidth_utilization,measured_vs_roofline_ratio,roofline_gap_percent,compute_domain,work_scope,used_slices,gemv_m_dim,gemv_global_k_dim,gemv_global_n_dim,gemv_local_k_dim,gemv_local_n_dim,byte_scope
op0,prefill_gemv_ring,256.0,32.0,57344.0,116480,64,116544,0.4920,bandwidth,224.0000,3642.0000,3642.0000,15.7452,6.15,6.1505,32.0000,100.00,4296.0000,13.3482,5.21,5.2142,27.1285,84.78,1.1796,17.9572,gemm,per_slice_full_k_local_n,28,1,896,896,32,32,per_slice_full_k_local_n
